File,Number of Changes
ShareX.ImageEffectsLib/Forms/ImageEffectsForm.cs,30
ShareX.ImageEffectsLib/ImageEffect.cs,18
ShareX.ImageEffectsLib/ImageEffectPackager.cs,24
ShareX.ImageEffectsLib/ImageEffectPreset.cs,15
ShareX.ImageEffectsLib/ImageEffectsSerializationBinder.cs,7
ShareX.ImageEffectsLib/Manipulations/AutoCrop.cs,12
ShareX.ImageEffectsLib/Manipulations/Canvas.cs,21
ShareX.ImageEffectsLib/Manipulations/Crop.cs,18
ShareX.ImageEffectsLib/Manipulations/Flip.cs,17
ShareX.ImageEffectsLib/Manipulations/ForceProportions.cs,10
ShareX.ImageEffectsLib/Manipulations/Resize.cs,24
ShareX.ImageEffectsLib/Manipulations/Rotate.cs,17
ShareX.ImageEffectsLib/Manipulations/RoundedCorners.cs,18
ShareX.ImageEffectsLib/Manipulations/Scale.cs,20
ShareX.ImageEffectsLib/Manipulations/Skew.cs,17
ShareX.ImageEffectsLib/WatermarkConfig.cs,16
ShareX.IndexerLib/Enums.cs,16
ShareX.IndexerLib/FolderInfo.cs,16
ShareX.IndexerLib/Forms/DirectoryIndexerForm.cs,30
ShareX.IndexerLib/HtmlHelper.cs,19
ShareX.IndexerLib/Indexer.cs,22
ShareX.IndexerLib/IndexerHtml.cs,33
ShareX.IndexerLib/IndexerJson.cs,14
ShareX.IndexerLib/IndexerSettings.cs,23
ShareX.IndexerLib/IndexerText.cs,22
ShareX.IndexerLib/IndexerXml.cs,19
ShareX.MediaLib/DirectShowDevices.cs,7
ShareX.MediaLib/Enums.cs,20
ShareX.MediaLib/FFmpegCLIManager.cs,37
ShareX.MediaLib/FFmpegDownloader.cs,24
ShareX.MediaLib/FFmpegGitHubDownloader.cs,12
ShareX.MediaLib/Forms/ImageBeautifierForm.cs,23
ShareX.MediaLib/Forms/ImageCombinerForm.cs,24
ShareX.MediaLib/Forms/ImageSplitterForm.cs,21
ShareX.MediaLib/Forms/ImageThumbnailerForm.cs,27
ShareX.MediaLib/Forms/VideoThumbnailerForm.cs,36
ShareX.MediaLib/ImageBeautifier.cs,7
ShareX.MediaLib/ImageBeautifierOptions.cs,12
ShareX.MediaLib/ImageCombinerOptions.cs,13
ShareX.MediaLib/VideoConverterOptions.cs,27
ShareX.MediaLib/VideoInfo.cs,16
ShareX.MediaLib/VideoThumbnailInfo.cs,14
ShareX.MediaLib/VideoThumbnailOptions.cs,23
ShareX.MediaLib/VideoThumbnailer.cs,46
ShareX.NativeMessagingHost/Program.cs,16
ShareX.ScreenCaptureLib/Animations/BaseAnimation.cs,9
ShareX.ScreenCaptureLib/Animations/ColorBlinkAnimation.cs,11
ShareX.ScreenCaptureLib/Animations/OpacityAnimation.cs,12
ShareX.ScreenCaptureLib/Animations/PointAnimation.cs,10
ShareX.ScreenCaptureLib/Animations/RectangleAnimation.cs,11
ShareX.ScreenCaptureLib/Animations/TextAnimation.cs,10
ShareX.ScreenCaptureLib/Enums.cs,123
ShareX.ScreenCaptureLib/Forms/CanvasSizeForm.cs,16
ShareX.ScreenCaptureLib/Forms/EditorStartupForm.cs,26
ShareX.ScreenCaptureLib/Forms/FFmpegOptionsForm.cs,66
ShareX.ScreenCaptureLib/Forms/ImageInsertForm.cs,11
ShareX.ScreenCaptureLib/Forms/ImageSizeForm.cs,22
ShareX.ScreenCaptureLib/Forms/NewImageForm.cs,19
ShareX.ScreenCaptureLib/Forms/RegionCaptureForm.cs,230
ShareX.ScreenCaptureLib/Forms/RegionCaptureLightForm.cs,19
ShareX.ScreenCaptureLib/Forms/RegionCaptureTransparentForm.cs,15
ShareX.ScreenCaptureLib/Forms/ScreenRecordForm.cs,25
ShareX.ScreenCaptureLib/Forms/ScrollingCaptureForm.cs,87
ShareX.ScreenCaptureLib/Forms/ScrollingCaptureOptionsForm.cs,11
ShareX.ScreenCaptureLib/Forms/ScrollingCaptureRegionForm.cs,5
ShareX.ScreenCaptureLib/Forms/StickerForm.cs,31
ShareX.ScreenCaptureLib/Forms/StickerPackForm.cs,17
ShareX.ScreenCaptureLib/Forms/TextDrawingInputBox.cs,41
ShareX.ScreenCaptureLib/Helpers/ImageEditorButton.cs,3
ShareX.ScreenCaptureLib/Helpers/ImageEditorControl.cs,3
ShareX.ScreenCaptureLib/Helpers/ImageEditorHistory.cs,7
ShareX.ScreenCaptureLib/Helpers/ImageEditorMemento.cs,6
ShareX.ScreenCaptureLib/Helpers/ImageEditorScrollbar.cs,3
ShareX.ScreenCaptureLib/Helpers/InputManager.cs,3
ShareX.ScreenCaptureLib/Helpers/LocationInfo.cs,3
ShareX.ScreenCaptureLib/Helpers/MouseState.cs,3
ShareX.ScreenCaptureLib/Helpers/ResizeNode.cs,3
ShareX.ScreenCaptureLib/Helpers/ScrollbarManager.cs,3
ShareX.ScreenCaptureLib/Helpers/SimpleWindowInfo.cs,3
ShareX.ScreenCaptureLib/Helpers/SnapSize.cs,3
ShareX.ScreenCaptureLib/Helpers/StickerImageListViewRenderer.cs,3
ShareX.ScreenCaptureLib/Helpers/WindowsList.cs,3
ShareX.ScreenCaptureLib/Helpers/WindowsRectangleList.cs,4
ShareX.ScreenCaptureLib/RegionCaptureOptions.cs,70
ShareX.ScreenCaptureLib/RegionCaptureTasks.cs,54
ShareX.ScreenCaptureLib/ScreenRecording/FFmpegCaptureDevice.cs,3
ShareX.ScreenCaptureLib/ScreenRecording/FFmpegOptions.cs,15
ShareX.ScreenCaptureLib/ScreenRecording/HardDiskCache.cs,5
ShareX.ScreenCaptureLib/ScreenRecording/ImageCache.cs,4
ShareX.ScreenCaptureLib/ScreenRecording/ScreenRecorder.cs,7
ShareX.ScreenCaptureLib/ScreenRecording/ScreenRecordingOptions.cs,15
ShareX.ScreenCaptureLib/Screenshot.cs,20
ShareX.ScreenCaptureLib/Screenshot_Transparent.cs,25
ShareX.ScreenCaptureLib/ScrollingCaptureManager.cs,7
ShareX.ScreenCaptureLib/ScrollingCaptureOptions.cs,37
ShareX.ScreenCaptureLib/Shapes/AnnotationOptions.cs,62
