Kind,Name,AvgCyclomatic,CountLine,CountLineCode,CountLineComment,RatioCommentToCode,SumCyclomatic,PercentLackOfCohesion,MaxInheritanceTree,MaxNesting,MaxCyclomatic,Cyclomatic
Public Method,"org.apache.maven.plugin.DebugConfigurationListener.notifyFieldChangeUsingReflection",,5,5,0,0.00,2,,,1,,2
Public Method,"org.apache.maven.plugin.DebugConfigurationListener.notifyFieldChangeUsingSetter",,5,5,0,0.00,2,,,1,,2
Private Method,"org.apache.maven.plugin.DebugConfigurationListener.toString",,25,19,6,0.32,4,,,3,,4
Public Class,"org.apache.maven.plugin.DefaultBuildPluginManager",3,203,155,24,0.15,16,45,1,2,11,
Public Constructor,"org.apache.maven.plugin.DefaultBuildPluginManager.DefaultBuildPluginManager",,11,11,0,0.00,1,,,0,,1
Private Static Class,"org.apache.maven.plugin.DefaultBuildPluginManager.MojoWrapper",2,26,22,0,0.00,6,50,1,1,3,
Constructor,"org.apache.maven.plugin.DefaultBuildPluginManager.MojoWrapper.MojoWrapper",,3,3,0,0.00,1,,,0,,1
Public Method,"org.apache.maven.plugin.DefaultBuildPluginManager.MojoWrapper.execute",,10,10,0,0.00,3,,,1,,3
Public Method,"org.apache.maven.plugin.DefaultBuildPluginManager.MojoWrapper.getLog",,4,4,0,0.00,1,,,0,,1
Public Method,"org.apache.maven.plugin.DefaultBuildPluginManager.MojoWrapper.setLog",,2,2,0,0.00,1,,,0,,1
Public Method,"org.apache.maven.plugin.DefaultBuildPluginManager.executeMojo",,104,90,4,0.04,11,,,2,,11
Public Method,"org.apache.maven.plugin.DefaultBuildPluginManager.getMojoDescriptor",,7,7,0,0.00,1,,,0,,1
Public Method,"org.apache.maven.plugin.DefaultBuildPluginManager.getPluginRealm",,17,10,5,0.50,2,,,1,,2
Public Method,"org.apache.maven.plugin.DefaultBuildPluginManager.loadPlugin",,16,7,9,1.29,1,,,0,,1
Public Class,"org.apache.maven.plugin.DefaultExtensionRealmCache",2,112,81,8,0.10,9,50,1,2,3,
Protected Static Class,"org.apache.maven.plugin.DefaultExtensionRealmCache.CacheKey",2,59,44,3,0.07,9,45,1,1,4,
Public Constructor,"org.apache.maven.plugin.DefaultExtensionRealmCache.CacheKey.CacheKey",,17,15,0,0.00,4,,,1,,4
Public Method,"org.apache.maven.plugin.DefaultExtensionRealmCache.CacheKey.equals",,15,14,0,0.00,3,,,1,,3
Public Method,"org.apache.maven.plugin.DefaultExtensionRealmCache.CacheKey.hashCode",,4,4,0,0.00,1,,,0,,1
Public Method,"org.apache.maven.plugin.DefaultExtensionRealmCache.CacheKey.toString",,4,4,0,0.00,1,,,0,,1
Public Method,"org.apache.maven.plugin.DefaultExtensionRealmCache.createKey",,4,4,0,0.00,1,,,0,,1
Public Method,"org.apache.maven.plugin.DefaultExtensionRealmCache.dispose",,3,3,0,0.00,1,,,0,,1
Public Method,"org.apache.maven.plugin.DefaultExtensionRealmCache.flush",,11,10,1,0.10,3,,,2,,3
Public Method,"org.apache.maven.plugin.DefaultExtensionRealmCache.get",,3,3,0,0.00,1,,,0,,1
Public Method,"org.apache.maven.plugin.DefaultExtensionRealmCache.put",,14,10,0,0.00,2,,,1,,2
Public Method,"org.apache.maven.plugin.DefaultExtensionRealmCache.register",,3,2,1,0.50,1,,,0,,1
Public Class,"org.apache.maven.plugin.DefaultMojosExecutionStrategy",2,14,11,3,0.27,2,0,1,1,2,
Public Method,"org.apache.maven.plugin.DefaultMojosExecutionStrategy.execute",,7,7,0,0.00,2,,,1,,2
Public Class,"org.apache.maven.plugin.DefaultPluginArtifactsCache",1,142,105,6,0.06,11,44,1,1,2,
Protected Static Class,"org.apache.maven.plugin.DefaultPluginArtifactsCache.CacheKey",2,70,56,3,0.05,8,46,1,2,3,
Public Constructor,"org.apache.maven.plugin.DefaultPluginArtifactsCache.CacheKey.CacheKey",,26,25,0,0.00,3,,,2,,3
Public Method,"org.apache.maven.plugin.DefaultPluginArtifactsCache.CacheKey.equals",,16,15,0,0.00,3,,,1,,3
Public Method,"org.apache.maven.plugin.DefaultPluginArtifactsCache.CacheKey.hashCode",,4,4,0,0.00,1,,,0,,1
Public Method,"org.apache.maven.plugin.DefaultPluginArtifactsCache.CacheKey.toString",,4,4,0,0.00,1,,,0,,1
Protected Method,"org.apache.maven.plugin.DefaultPluginArtifactsCache.assertUniqueKey",,5,5,0,0.00,2,,,1,,2
Public Method,"org.apache.maven.plugin.DefaultPluginArtifactsCache.createKey",,7,7,0,0.00,1,,,0,,1
Public Method,"org.apache.maven.plugin.DefaultPluginArtifactsCache.flush",,3,3,0,0.00,1,,,0,,1
Public Method,"org.apache.maven.plugin.DefaultPluginArtifactsCache.get",,9,7,0,0.00,2,,,1,,2
Protected Static Method,"org.apache.maven.plugin.DefaultPluginArtifactsCache.pluginEquals",,3,3,0,0.00,1,,,0,,1
Protected Static Method,"org.apache.maven.plugin.DefaultPluginArtifactsCache.pluginHashCode",,3,3,0,0.00,1,,,0,,1
Public Method,"org.apache.maven.plugin.DefaultPluginArtifactsCache.put",,11,7,0,0.00,1,,,0,,1
Public Method,"org.apache.maven.plugin.DefaultPluginArtifactsCache.put",,11,7,0,0.00,1,,,0,,1
Public Method,"org.apache.maven.plugin.DefaultPluginArtifactsCache.register",,3,2,1,0.50,1,,,0,,1
Public Class,"org.apache.maven.plugin.DefaultPluginDescriptorCache",1,128,95,9,0.09,9,58,1,2,3,
Private Static Final Class,"org.apache.maven.plugin.DefaultPluginDescriptorCache.CacheKey",2,74,59,0,0.00,10,51,1,2,3,
Constructor,"org.apache.maven.plugin.DefaultPluginDescriptorCache.CacheKey.CacheKey",,25,23,0,0.00,3,,,2,,3
Public Method,"org.apache.maven.plugin.DefaultPluginDescriptorCache.CacheKey.equals",,17,16,0,0.00,3,,,1,,3
Private Static Method,"org.apache.maven.plugin.DefaultPluginDescriptorCache.CacheKey.hash",,3,3,0,0.00,2,,,0,,2
Public Method,"org.apache.maven.plugin.DefaultPluginDescriptorCache.CacheKey.hashCode",,4,4,0,0.00,1,,,0,,1
Public Method,"org.apache.maven.plugin.DefaultPluginDescriptorCache.CacheKey.toString",,4,4,0,0.00,1,,,0,,1
Protected Static Method,"org.apache.maven.plugin.DefaultPluginDescriptorCache.clone",,3,3,0,0.00,1,,,0,,1
Public Method,"org.apache.maven.plugin.DefaultPluginDescriptorCache.createKey",,3,3,0,0.00,2,,,0,,1
Lambda Method,"org.apache.maven.plugin.DefaultPluginDescriptorCache.createKey.(lambda_expr_1)",,1,1,0,0.00,1,,,0,,1
Public Method,"org.apache.maven.plugin.DefaultPluginDescriptorCache.flush",,3,3,0,0.00,1,,,0,,1
Public Method,"org.apache.maven.plugin.DefaultPluginDescriptorCache.get",,3,3,0,0.00,1,,,0,,1
Public Method,"org.apache.maven.plugin.DefaultPluginDescriptorCache.get",,16,15,0,0.00,3,,,2,,3
Public Method,"org.apache.maven.plugin.DefaultPluginDescriptorCache.put",,3,3,0,0.00,1,,,0,,1
Public Class,"org.apache.maven.plugin.DefaultPluginRealmCache",2,171,135,8,0.06,17,56,1,2,4,
Protected Static Class,"org.apache.maven.plugin.DefaultPluginRealmCache.CacheKey",2,83,66,3,0.05,9,47,1,2,4,
Public Constructor,"org.apache.maven.plugin.DefaultPluginRealmCache.CacheKey.CacheKey",,32,31,0,0.00,4,,,2,,4
Public Method,"org.apache.maven.plugin.DefaultPluginRealmCache.CacheKey.equals",,18,17,0,0.00,3,,,1,,3
Public Method,"org.apache.maven.plugin.DefaultPluginRealmCache.CacheKey.hashCode",,4,4,0,0.00,1,,,0,,1
Public Method,"org.apache.maven.plugin.DefaultPluginRealmCache.CacheKey.toString",,4,4,0,0.00,1,,,0,,1
Public Method,"org.apache.maven.plugin.DefaultPluginRealmCache.createKey",,9,9,0,0.00,1,,,0,,1
Public Method,"org.apache.maven.plugin.DefaultPluginRealmCache.dispose",,3,3,0,0.00,1,,,0,,1
Public Method,"org.apache.maven.plugin.DefaultPluginRealmCache.flush",,11,10,1,0.10,3,,,2,,3
Public Method,"org.apache.maven.plugin.DefaultPluginRealmCache.get",,3,3,0,0.00,1,,,0,,1
Public Method,"org.apache.maven.plugin.DefaultPluginRealmCache.get",,21,21,0,0.00,6,,,2,,4
Lambda Method,"org.apache.maven.plugin.DefaultPluginRealmCache.get.(lambda_expr_1)",,7,7,0,0.00,2,,,0,,2
Protected Static Method,"org.apache.maven.plugin.DefaultPluginRealmCache.pluginEquals",,3,3,0,0.00,1,,,0,,1
Protected Static Method,"org.apache.maven.plugin.DefaultPluginRealmCache.pluginHashCode",,3,3,0,0.00,1,,,0,,1
Public Method,"org.apache.maven.plugin.DefaultPluginRealmCache.put",,14,10,0,0.00,2,,,1,,2
Public Method,"org.apache.maven.plugin.DefaultPluginRealmCache.register",,3,2,1,0.50,1,,,0,,1
Public Interface,"org.apache.maven.plugin.ExtensionRealmCache",0,57,29,15,0.52,0,0,0,0,0,
Class,"org.apache.maven.plugin.ExtensionRealmCache.CacheRecord",1,29,19,3,0.16,4,50,1,0,1,
Constructor,"org.apache.maven.plugin.ExtensionRealmCache.CacheRecord.CacheRecord",,5,5,0,0.00,1,,,0,,1
Public Method,"org.apache.maven.plugin.ExtensionRealmCache.CacheRecord.getArtifacts",,3,3,0,0.00,1,,,0,,1
Public Method,"org.apache.maven.plugin.ExtensionRealmCache.CacheRecord.getDescriptor",,3,3,0,0.00,1,,,0,,1
Public Method,"org.apache.maven.plugin.ExtensionRealmCache.CacheRecord.getRealm",,3,3,0,0.00,1,,,0,,1
Interface,"org.apache.maven.plugin.ExtensionRealmCache.Key",0,6,2,4,2.00,0,0,0,0,0,
Abstract Method,"org.apache.maven.plugin.ExtensionRealmCache.createKey",,1,1,0,0.00,0,,,0,,0
Abstract Method,"org.apache.maven.plugin.ExtensionRealmCache.flush",,1,1,0,0.00,0,,,0,,0
Abstract Method,"org.apache.maven.plugin.ExtensionRealmCache.get",,1,1,0,0.00,0,,,0,,0
Abstract Method,"org.apache.maven.plugin.ExtensionRealmCache.put",,2,2,0,0.00,0,,,0,,0
Abstract Method,"org.apache.maven.plugin.ExtensionRealmCache.register",,9,1,8,8.00,0,,,0,,0
Public Class,"org.apache.maven.plugin.InvalidPluginDescriptorException",2,18,13,3,0.23,3,0,2,1,2,
Public Constructor,"org.apache.maven.plugin.InvalidPluginDescriptorException.InvalidPluginDescriptorException",,3,3,0,0.00,1,,,0,,1
Private Static Method,"org.apache.maven.plugin.InvalidPluginDescriptorException.toMessage",,8,8,0,0.00,2,,,1,,2
Public Class,"org.apache.maven.plugin.InvalidPluginException",1,17,11,4,0.36,3,0,2,0,1,
Public Constructor,"org.apache.maven.plugin.InvalidPluginException.InvalidPluginException",,3,3,0,0.00,1,,,0,,1
Public Constructor,"org.apache.maven.plugin.InvalidPluginException.InvalidPluginException",,3,3,0,0.00,1,,,0,,1
Public Constructor,"org.apache.maven.plugin.InvalidPluginException.InvalidPluginException",,3,3,0,0.00,1,,,0,,1
Public Interface,"org.apache.maven.plugin.LegacySupport",0,25,5,17,3.40,0,0,0,0,0,
Abstract Method,"org.apache.maven.plugin.LegacySupport.getRepositorySession",,6,1,5,5.00,0,,,0,,0
Abstract Method,"org.apache.maven.plugin.LegacySupport.getSession",,6,1,5,5.00,0,,,0,,0
Abstract Method,"org.apache.maven.plugin.LegacySupport.setSession",,8,1,7,7.00,0,,,0,,0
Public Interface,"org.apache.maven.plugin.MavenPluginManager",0,98,24,66,2.75,0,0,0,0,0,
Abstract Method,"org.apache.maven.plugin.MavenPluginManager.checkPrerequisites",,7,1,6,6.00,0,,,0,,0
Abstract Method,"org.apache.maven.plugin.MavenPluginManager.checkRequiredMavenVersion",,8,2,6,3.00,0,,,0,,0
Abstract Generic Method,"org.apache.maven.plugin.MavenPluginManager.getConfiguredMojo",,14,2,12,6.00,0,,,0,,0
Generic Parameter,"org.apache.maven.plugin.MavenPluginManager.getConfiguredMojo.T",0,,,,,0,0,1,0,0,
Abstract Method,"org.apache.maven.plugin.MavenPluginManager.getMojoDescriptor",,14,4,10,2.50,0,,,0,,0
Abstract Method,"org.apache.maven.plugin.MavenPluginManager.getPluginDescriptor",,12,3,9,3.00,0,,,0,,0
Abstract Method,"org.apache.maven.plugin.MavenPluginManager.releaseMojo",,7,1,6,6.00,0,,,0,,0
Abstract Method,"org.apache.maven.plugin.MavenPluginManager.setupExtensionsRealm",,7,2,5,2.50,0,,,0,,0
Abstract Method,"org.apache.maven.plugin.MavenPluginManager.setupPluginRealm",,19,7,12,1.71,0,,,0,,0
Public Interface,"org.apache.maven.plugin.MavenPluginPrerequisitesChecker",0,9,4,5,1.25,0,0,2,0,0,
Abstract Method,"org.apache.maven.plugin.MavenPluginPrerequisitesChecker.accept",,6,1,5,5.00,0,,,0,,0
Public Interface,"org.apache.maven.plugin.Mojo",0,47,9,35,3.89,0,0,0,0,0,
Abstract Method,"org.apache.maven.plugin.Mojo.execute",,11,1,10,10.00,0,,,0,,0
Abstract Method,"org.apache.maven.plugin.Mojo.getLog",,9,2,7,3.50,0,,,0,,0
Abstract Method,"org.apache.maven.plugin.Mojo.setLog",,10,2,8,4.00,0,,,0,,0
Public Class,"org.apache.maven.plugin.MojoExecution",1,190,123,25,0.20,31,77,1,1,2,
Public Constructor,"org.apache.maven.plugin.MojoExecution.MojoExecution",,6,6,0,0.00,1,,,0,,1
Public Constructor,"org.apache.maven.plugin.MojoExecution.MojoExecution",,5,5,0,0.00,1,,,0,,1
Public Constructor,"org.apache.maven.plugin.MojoExecution.MojoExecution",,5,5,0,0.00,1,,,0,,1
Public Constructor,"org.apache.maven.plugin.MojoExecution.MojoExecution",,5,5,0,0.00,1,,,0,,1
Public Constructor,"org.apache.maven.plugin.MojoExecution.MojoExecution",,5,5,0,0.00,1,,,0,,1
Public Constructor,"org.apache.maven.plugin.MojoExecution.MojoExecution",,5,5,0,0.00,1,,,0,,1
Public Enum Type,"org.apache.maven.plugin.MojoExecution.Source",0,15,4,9,2.25,0,,1,0,0,
Public Implicit Method,"org.apache.maven.plugin.MojoExecution.Source.valueOf",,,,,0.00,0,,,,,
Public Implicit Method,"org.apache.maven.plugin.MojoExecution.Source.values",,,,,0.00,0,,,,,
Public Method,"org.apache.maven.plugin.MojoExecution.getArtifactId",,7,6,0,0.00,2,,,1,,2
Public Method,"org.apache.maven.plugin.MojoExecution.getConfiguration",,3,3,0,0.00,1,,,0,,1
Public Method,"org.apache.maven.plugin.MojoExecution.getExecutionId",,3,3,0,0.00,1,,,0,,1
Public Method,"org.apache.maven.plugin.MojoExecution.getForkedExecutions",,3,3,0,0.00,1,,,0,,1
Public Method,"org.apache.maven.plugin.MojoExecution.getGoal",,7,6,0,0.00,2,,,1,,2
Public Method,"org.apache.maven.plugin.MojoExecution.getGroupId",,7,6,0,0.00,2,,,1,,2
Public Method,"org.apache.maven.plugin.MojoExecution.getLifecyclePhase",,3,3,0,0.00,1,,,0,,1
Public Method,"org.apache.maven.plugin.MojoExecution.getMojoDescriptor",,3,3,0,0.00,1,,,0,,1
Public Method,"org.apache.maven.plugin.MojoExecution.getPlugin",,7,6,0,0.00,2,,,1,,2
Public Method,"org.apache.maven.plugin.MojoExecution.getSource",,8,3,5,1.67,1,,,0,,1
Public Method,"org.apache.maven.plugin.MojoExecution.getVersion",,7,6,0,0.00,2,,,1,,2
Public Method,"org.apache.maven.plugin.MojoExecution.identify",,8,6,0,0.00,1,,,0,,1
Public Method,"org.apache.maven.plugin.MojoExecution.setConfiguration",,3,3,0,0.00,2,,,0,,2
Public Method,"org.apache.maven.plugin.MojoExecution.setConfiguration",,3,3,0,0.00,1,,,0,,1
Public Method,"org.apache.maven.plugin.MojoExecution.setForkedExecutions",,3,3,0,0.00,1,,,0,,1
Public Method,"org.apache.maven.plugin.MojoExecution.setLifecyclePhase",,3,3,0,0.00,1,,,0,,1
Public Method,"org.apache.maven.plugin.MojoExecution.setMojoDescriptor",,3,3,0,0.00,1,,,0,,1
Public Method,"org.apache.maven.plugin.MojoExecution.toString",,9,9,0,0.00,2,,,1,,2
Public Class,"org.apache.maven.plugin.MojoExecutionException",1,62,19,39,2.05,5,0,3,0,1,
Public Constructor,"org.apache.maven.plugin.MojoExecutionException.MojoExecutionException",,13,5,8,1.60,1,,,0,,1
Public Constructor,"org.apache.maven.plugin.MojoExecutionException.MojoExecutionException",,10,3,7,2.33,1,,,0,,1
Public Constructor,"org.apache.maven.plugin.MojoExecutionException.MojoExecutionException",,10,3,7,2.33,1,,,0,,1
Public Constructor,"org.apache.maven.plugin.MojoExecutionException.MojoExecutionException",,8,3,5,1.67,1,,,0,,1
Public Constructor,"org.apache.maven.plugin.MojoExecutionException.MojoExecutionException",,10,3,7,2.33,1,,,0,,1
Public Interface,"org.apache.maven.plugin.MojoExecutionRunner",0,9,3,6,2.00,0,0,0,0,0,
Abstract Method,"org.apache.maven.plugin.MojoExecutionRunner.run",,7,1,6,6.00,0,,,0,,0
Public Class,"org.apache.maven.plugin.MojoFailureException",1,52,16,33,2.06,4,0,3,0,1,
Public Constructor,"org.apache.maven.plugin.MojoFailureException.MojoFailureException",,13,5,8,1.60,1,,,0,,1
Public Constructor,"org.apache.maven.plugin.MojoFailureException.MojoFailureException",,8,3,5,1.67,1,,,0,,1
Public Constructor,"org.apache.maven.plugin.MojoFailureException.MojoFailureException",,11,3,8,2.67,1,,,0,,1
Public Constructor,"org.apache.maven.plugin.MojoFailureException.MojoFailureException",,10,3,7,2.33,1,,,0,,1
Public Class,"org.apache.maven.plugin.MojoNotFoundException",2,49,36,3,0.08,9,50,2,4,6,
Public Constructor,"org.apache.maven.plugin.MojoNotFoundException.MojoNotFoundException",,6,5,0,0.00,1,,,0,,1
Public Method,"org.apache.maven.plugin.MojoNotFoundException.getGoal",,3,3,0,0.00,1,,,0,,1
Public Method,"org.apache.maven.plugin.MojoNotFoundException.getPluginDescriptor",,3,3,0,0.00,1,,,0,,1
Private Static Method,"org.apache.maven.plugin.MojoNotFoundException.toMessage",,25,21,0,0.00,6,,,4,,6
Public Interface,"org.apache.maven.plugin.MojosExecutionStrategy",0,13,4,8,2.00,0,0,0,0,0,
Abstract Method,"org.apache.maven.plugin.MojosExecutionStrategy.execute",,10,2,8,4.00,0,,,0,,0
Public Interface,"org.apache.maven.plugin.PluginArtifactsCache",0,61,32,15,0.47,0,0,0,0,0,
Class,"org.apache.maven.plugin.PluginArtifactsCache.CacheRecord",1,27,18,3,0.17,4,25,1,0,1,
Public Constructor,"org.apache.maven.plugin.PluginArtifactsCache.CacheRecord.CacheRecord",,4,4,0,0.00,1,,,0,,1
Public Constructor,"org.apache.maven.plugin.PluginArtifactsCache.CacheRecord.CacheRecord",,4,4,0,0.00,1,,,0,,1
Public Method,"org.apache.maven.plugin.PluginArtifactsCache.CacheRecord.getArtifacts",,3,3,0,0.00,1,,,0,,1
Public Method,"org.apache.maven.plugin.PluginArtifactsCache.CacheRecord.getException",,3,3,0,0.00,1,,,0,,1
Interface,"org.apache.maven.plugin.PluginArtifactsCache.Key",0,6,2,4,2.00,0,0,0,0,0,
Abstract Method,"org.apache.maven.plugin.PluginArtifactsCache.createKey",,5,5,0,0.00,0,,,0,,0
Abstract Method,"org.apache.maven.plugin.PluginArtifactsCache.flush",,1,1,0,0.00,0,,,0,,0
Abstract Method,"org.apache.maven.plugin.PluginArtifactsCache.get",,1,1,0,0.00,0,,,0,,0
Abstract Method,"org.apache.maven.plugin.PluginArtifactsCache.put",,1,1,0,0.00,0,,,0,,0
Abstract Method,"org.apache.maven.plugin.PluginArtifactsCache.put",,1,1,0,0.00,0,,,0,,0
Abstract Method,"org.apache.maven.plugin.PluginArtifactsCache.register",,9,1,8,8.00,0,,,0,,0
Public Class,"org.apache.maven.plugin.PluginConfigurationException",1,52,29,17,0.59,5,60,2,0,1,
Public Constructor,"org.apache.maven.plugin.PluginConfigurationException.PluginConfigurationException",,5,5,0,0.00,1,,,0,,1
Public Constructor,"org.apache.maven.plugin.PluginConfigurationException.PluginConfigurationException",,10,5,5,1.00,1,,,0,,1
Public Constructor,"org.apache.maven.plugin.PluginConfigurationException.PluginConfigurationException",,10,5,5,1.00,1,,,0,,1
Public Constructor,"org.apache.maven.plugin.PluginConfigurationException.PluginConfigurationException",,5,5,0,0.00,1,,,0,,1
Public Constructor,"org.apache.maven.plugin.PluginConfigurationException.PluginConfigurationException",,10,5,5,1.00,1,,,0,,1
Public Class,"org.apache.maven.plugin.PluginContainerException",1,59,30,19,0.63,6,33,3,0,1,
Public Constructor,"org.apache.maven.plugin.PluginContainerException.PluginContainerException",,6,5,0,0.00,1,,,0,,1
Public Constructor,"org.apache.maven.plugin.PluginContainerException.PluginContainerException",,6,5,0,0.00,1,,,0,,1
Public Constructor,"org.apache.maven.plugin.PluginContainerException.PluginContainerException",,5,4,0,0.00,1,,,0,,1
Public Constructor,"org.apache.maven.plugin.PluginContainerException.PluginContainerException",,10,5,5,1.00,1,,,0,,1
Public Constructor,"org.apache.maven.plugin.PluginContainerException.PluginContainerException",,10,5,5,1.00,1,,,0,,1
Public Method,"org.apache.maven.plugin.PluginContainerException.getPluginRealm",,3,3,0,0.00,1,,,0,,1
Public Interface,"org.apache.maven.plugin.PluginDescriptorCache",2,33,22,4,0.18,2,0,0,1,2,
Interface,"org.apache.maven.plugin.PluginDescriptorCache.Key",0,6,2,4,2.00,0,0,0,0,0,
Interface,"org.apache.maven.plugin.PluginDescriptorCache.PluginDescriptorSupplier",0,5,5,0,0.00,0,0,0,0,0,
Abstract Method,"org.apache.maven.plugin.PluginDescriptorCache.PluginDescriptorSupplier.load",,2,2,0,0.00,0,,,0,,0
Abstract Method,"org.apache.maven.plugin.PluginDescriptorCache.createKey",,1,1,0,0.00,0,,,0,,0
Abstract Method,"org.apache.maven.plugin.PluginDescriptorCache.flush",,1,1,0,0.00,0,,,0,,0
Abstract Method,"org.apache.maven.plugin.PluginDescriptorCache.get",,1,1,0,0.00,0,,,0,,0
Method,"org.apache.maven.plugin.PluginDescriptorCache.get",,9,9,0,0.00,2,,,1,,2
Abstract Method,"org.apache.maven.plugin.PluginDescriptorCache.put",,1,1,0,0.00,0,,,0,,0
Public Class,"org.apache.maven.plugin.PluginDescriptorParsingException",3,26,18,2,0.11,5,0,2,1,4,
Public Constructor,"org.apache.maven.plugin.PluginDescriptorParsingException.PluginDescriptorParsingException",,3,3,0,0.00,1,,,0,,1
Private Static Method,"org.apache.maven.plugin.PluginDescriptorParsingException.createMessage",,17,13,0,0.00,4,,,1,,4
Public Class,"org.apache.maven.plugin.PluginExecutionException",1,52,39,3,0.08,8,17,3,1,3,
Public Constructor,"org.apache.maven.plugin.PluginExecutionException.PluginExecutionException",,4,4,0,0.00,1,,,0,,1
Public Constructor,"org.apache.maven.plugin.PluginExecutionException.PluginExecutionException",,5,5,0,0.00,1,,,0,,1
Public Constructor,"org.apache.maven.plugin.PluginExecutionException.PluginExecutionException",,4,4,0,0.00,1,,,0,,1
Public Constructor,"org.apache.maven.plugin.PluginExecutionException.PluginExecutionException",,5,5,0,0.00,1,,,0,,1
Private Static Method,"org.apache.maven.plugin.PluginExecutionException.constructMessage",,18,15,0,0.00,3,,,1,,3
Public Method,"org.apache.maven.plugin.PluginExecutionException.getMojoExecution",,3,3,0,0.00,1,,,0,,1
Public Class,"org.apache.maven.plugin.PluginIncompatibleException",1,13,8,3,0.38,2,0,3,0,1,
Public Constructor,"org.apache.maven.plugin.PluginIncompatibleException.PluginIncompatibleException",,3,3,0,0.00,1,,,0,,1
Public Constructor,"org.apache.maven.plugin.PluginIncompatibleException.PluginIncompatibleException",,3,3,0,0.00,1,,,0,,1
Public Class,"org.apache.maven.plugin.PluginLoaderException",1,77,56,6,0.11,14,14,2,0,1,
Public Constructor,"org.apache.maven.plugin.PluginLoaderException.PluginLoaderException",,4,4,0,0.00,1,,,0,,1
Public Constructor,"org.apache.maven.plugin.PluginLoaderException.PluginLoaderException",,4,4,0,0.00,1,,,0,,1
Public Constructor,"org.apache.maven.plugin.PluginLoaderException.PluginLoaderException",,4,4,0,0.00,1,,,0,,1
Public Constructor,"org.apache.maven.plugin.PluginLoaderException.PluginLoaderException",,4,4,0,0.00,1,,,0,,1
Public Constructor,"org.apache.maven.plugin.PluginLoaderException.PluginLoaderException",,4,4,0,0.00,1,,,0,,1
Public Constructor,"org.apache.maven.plugin.PluginLoaderException.PluginLoaderException",,4,4,0,0.00,1,,,0,,1
Public Constructor,"org.apache.maven.plugin.PluginLoaderException.PluginLoaderException",,4,4,0,0.00,1,,,0,,1
Public Constructor,"org.apache.maven.plugin.PluginLoaderException.PluginLoaderException",,4,4,0,0.00,1,,,0,,1
Public Constructor,"org.apache.maven.plugin.PluginLoaderException.PluginLoaderException",,4,4,0,0.00,1,,,0,,1
Public Constructor,"org.apache.maven.plugin.PluginLoaderException.PluginLoaderException",,3,3,0,0.00,1,,,0,,1
Public Constructor,"org.apache.maven.plugin.PluginLoaderException.PluginLoaderException",,3,3,0,0.00,1,,,0,,1
Public Constructor,"org.apache.maven.plugin.PluginLoaderException.PluginLoaderException",,4,4,0,0.00,1,,,0,,1
Public Constructor,"org.apache.maven.plugin.PluginLoaderException.PluginLoaderException",,4,4,0,0.00,1,,,0,,1
Public Method,"org.apache.maven.plugin.PluginLoaderException.getPluginKey",,3,3,0,0.00,1,,,0,,1
Public Interface,"org.apache.maven.plugin.PluginManager",0,42,26,8,0.31,0,0,0,0,0,
Abstract Method,"org.apache.maven.plugin.PluginManager.executeMojo",,3,3,0,0.00,0,,,0,,0
Abstract Method,"org.apache.maven.plugin.PluginManager.getPluginComponent",,2,2,0,0.00,0,,,0,,0
Abstract Method,"org.apache.maven.plugin.PluginManager.getPluginComponents",,2,2,0,0.00,0,,,0,,0
Abstract Method,"org.apache.maven.plugin.PluginManager.getPluginDefinitionForPrefix",,1,1,0,0.00,0,,,0,,0
Abstract Method,"org.apache.maven.plugin.PluginManager.getPluginDescriptorForPrefix",,1,1,0,0.00,0,,,0,,0
Abstract Method,"org.apache.maven.plugin.PluginManager.loadPluginDescriptor",,7,4,3,0.75,0,,,0,,0
Abstract Method,"org.apache.maven.plugin.PluginManager.loadPluginFully",,7,4,3,0.75,0,,,0,,0
Abstract Method,"org.apache.maven.plugin.PluginManager.verifyPlugin",,5,5,0,0.00,0,,,0,,0
Public Class,"org.apache.maven.plugin.PluginManagerException",1,151,103,18,0.17,17,49,2,0,1,
Protected Constructor,"org.apache.maven.plugin.PluginManagerException.PluginManagerException",,7,7,0,0.00,1,,,0,,1
Public Constructor,"org.apache.maven.plugin.PluginManagerException.PluginManagerException",,7,6,0,0.00,1,,,0,,1
Protected Constructor,"org.apache.maven.plugin.PluginManagerException.PluginManagerException",,8,8,0,0.00,1,,,0,,1
Protected Constructor,"org.apache.maven.plugin.PluginManagerException.PluginManagerException",,9,9,0,0.00,1,,,0,,1
Protected Constructor,"org.apache.maven.plugin.PluginManagerException.PluginManagerException",,8,7,0,0.00,1,,,0,,1
Public Constructor,"org.apache.maven.plugin.PluginManagerException.PluginManagerException",,7,6,0,0.00,1,,,0,,1
Public Constructor,"org.apache.maven.plugin.PluginManagerException.PluginManagerException",,9,4,5,1.25,1,,,0,,1
Public Constructor,"org.apache.maven.plugin.PluginManagerException.PluginManagerException",,9,4,5,1.25,1,,,0,,1
Public Constructor,"org.apache.maven.plugin.PluginManagerException.PluginManagerException",,10,9,0,0.00,1,,,0,,1
Public Constructor,"org.apache.maven.plugin.PluginManagerException.PluginManagerException",,13,10,0,0.00,1,,,0,,1
Public Constructor,"org.apache.maven.plugin.PluginManagerException.PluginManagerException",,9,4,5,1.25,1,,,0,,1
Public Constructor,"org.apache.maven.plugin.PluginManagerException.PluginManagerException",,8,7,0,0.00,1,,,0,,1
