File,Number of Changes
lucene/luke/src/java/org/apache/lucene/luke/app/desktop/components/fragments/search/QueryParserPaneProvider.java,8
lucene/luke/src/java/org/apache/lucene/luke/app/desktop/util/TableUtils.java,4
lucene/luke/src/java/org/apache/lucene/luke/models/analysis/AnalysisImpl.java,16
lucene/luke/src/java/org/apache/lucene/luke/models/overview/TermCounts.java,3
lucene/misc/src/test/org/apache/lucene/misc/TestSweetSpotSimilarity.java,4
lucene/monitor/src/java/org/apache/lucene/monitor/CandidateMatcher.java,5
lucene/monitor/src/java/org/apache/lucene/monitor/HighlightsMatch.java,7
lucene/monitor/src/java/org/apache/lucene/monitor/Monitor.java,8
lucene/monitor/src/java/org/apache/lucene/monitor/MultipassTermFilteredPresearcher.java,5
lucene/monitor/src/java/org/apache/lucene/monitor/QueryAnalyzer.java,5
lucene/monitor/src/java/org/apache/lucene/monitor/QueryIndex.java,11
lucene/monitor/src/java/org/apache/lucene/monitor/TermFilteredPresearcher.java,8
lucene/monitor/src/java/org/apache/lucene/monitor/WritableQueryIndex.java,8
lucene/monitor/src/test/org/apache/lucene/monitor/TestTermPresearcher.java,5
lucene/queries/src/java/org/apache/lucene/queries/intervals/UnorderedIntervalsSource.java,6
lucene/queries/src/java/org/apache/lucene/queries/mlt/MoreLikeThis.java,43
lucene/queries/src/test/org/apache/lucene/queries/function/TestFunctionMatchQuery.java,7
lucene/queries/src/test/org/apache/lucene/queries/intervals/TestPayloadFilteredInterval.java,5
lucene/queryparser/src/java/org/apache/lucene/queryparser/flexible/standard/builders/RegexpQueryNodeBuilder.java,9
lucene/queryparser/src/test/org/apache/lucene/queryparser/flexible/standard/TestQPHelper.java,56
lucene/queryparser/src/test/org/apache/lucene/queryparser/util/QueryParserTestBase.java,54
lucene/suggest/src/test/org/apache/lucene/search/suggest/analyzing/TestAnalyzingSuggester.java,10
lucene/test-framework/src/java/org/apache/lucene/tests/index/BaseIndexFileFormatTestCase.java,17
lucene/test-framework/src/java/org/apache/lucene/tests/index/BaseMergePolicyTestCase.java,9
lucene/test-framework/src/java/org/apache/lucene/tests/index/BaseTermVectorsFormatTestCase.java,6
lucene/test-framework/src/java/org/apache/lucene/tests/index/RandomPostingsTester.java,14
lucene/test-framework/src/java/org/apache/lucene/tests/mockfile/WindowsFS.java,4
lucene/test-framework/src/java/org/apache/lucene/tests/util/RamUsageTester.java,7
lucene/test-framework/src/test/org/apache/lucene/tests/util/TestReproduceMessage.java,4
lucene/core/src/java/org/apache/lucene/search/package-info.java,38
lucene/core/src/java/org/apache/lucene/index/LogByteSizeMergePolicy.java,13
lucene/core/src/java/org/apache/lucene/index/TieredMergePolicy.java,67
lucene/core/src/java/org/apache/lucene/search/Weight.java,56
lucene/core/src/java/org/apache/lucene/document/SortedSetDocValuesRangeQuery.java,22
lucene/core/src/java/org/apache/lucene/search/TermQuery.java,72
lucene/core/src/java/org/apache/lucene/search/comparators/TermOrdValComparator.java,9
